step,reward,score,bonus,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate
25,28.735197906737838,0.11752589046955109,5.876294523477554,-1.0,0.297553,-0.60284853,-0.8187509,-37.212178111076355,1.0,124885
26,20.493553509417886,0.007562400307506323,0.37812001537531614,-1.0,-1.0,-0.39949238,0.78709096,-21.3466739654541,1.0,160000
27,13.71258833788101,1.2520821655925829e-05,0.0006260410827962914,-0.027209401,-1.0,-0.26649058,0.45470974,-36.66132181882858,1.8199918270111084,160000
28,19.720425026229087,0.004141661338508129,0.20708306692540646,-0.79362845,-1.0,-1.0,1.0,-60.0,1.0,160000
29,72.00757324016442,0.9413600564002991,47.068002820014954,-1.0,-0.79623383,0.066970944,-0.7563472,-38.08922901749611,1.0,117342
30,9.986676177067523,3.008490239153616e-07,1.504245119576808e-05,-1.0,-0.2574072,-1.0,1.0,-34.14033114910126,7.833334863185883,92783
31,7.976252827293454,3.9427760611943086e-08,1.9713880305971543e-06,-1.0,-1.0,-0.9760072,-0.095052674,-41.26602590084076,9.049773275852203,160000
32,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,0.6389755,-1.0,-0.7835967,-1.0,-52.95161843299866,1.0,160000
33,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,0.86008275,-1.0,-1.0,-57.479015588760376,1.0,160000
34,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-0.004647255,-1.0,-1.0,-1.0,-26.998883485794067,1.0,160000
35,50.595840636106445,0.5248111486434937,26.240557432174683,-0.4766335,-0.99115264,-1.0,-0.8213732,-32.046868205070496,1.0,160000
36,31.9463204177388,0.17391067743301392,8.695533871650696,-1.0,-1.0,-1.0,-0.31284344,-51.32256269454956,1.0,160000
37,18.50446190005455,0.0014075346989557147,0.07037673494778574,0.071915865,-0.9851804,-1.0,1.0,-59.46417450904846,1.0,160000
38,26.601588628598627,0.08204220235347748,4.102110117673874,-1.0,-0.99907213,-0.4913449,0.046985358,-20.0,1.0,160000
39,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-0.7875166,-1.0,-0.6952842,-1.0,-60.0,1.0,160000
40,5.304766669596331,1.795559922967982e-09,8.97779961483991e-08,-0.11157477,-0.5069741,-0.6699104,-1.0,-50.69363355636597,1.0,160000
41,10.097291915225771,3.361543861046812e-07,1.680771930523406e-05,-0.705937,-0.8454519,-1.0,-0.0009549558,-38.214745074510574,3.3201531171798706,82878
42,22.915954445786817,0.02907595969736576,1.453797984868288,-0.9443755,0.10360938,-0.4832797,-0.36681068,-30.332473516464233,1.0,148108
43,22.53790942980895,0.024742690846323967,1.2371345423161983,0.04118955,-0.016386807,-0.99937737,-0.46579343,-60.0,1.0,153659
44,23.225720192235745,0.03283786401152611,1.6418932005763054,-1.0,-1.0,-1.0,-0.49153852,-30.298718810081482,1.0,160000
45,13.074108581791096,6.613660389120923e-06,0.00033068301945604617,-1.0,-1.0,-1.0,1.0,-22.98680067062378,3.080129384994507,140486
46,17.896280688112668,0.0007901953649707139,0.03950976824853569,-1.0,-1.0,0.49966657,1.0,-32.2389280796051,1.0,119880
47,23.443117895863317,0.03558114543557167,1.7790572717785835,-1.0,-0.5236295,-1.0,-0.31553063,-28.90267848968506,1.0,97438
48,24.142745423637734,0.04491470754146576,2.245735377073288,-0.7841072,-1.0,-0.63688695,-0.5547832,-20.0,1.0,160000
49,24.253031960164144,0.04644875228404999,2.3224376142024994,-0.7455228,0.17073649,-1.0,0.8087515,-60.0,1.0,160000
50,11.801127716913637,1.8515178226152784e-06,9.257589113076392e-05,-0.123930275,-0.93731874,-0.3348145,-0.53470385,-59.80382561683655,2.0667073726654053,160000
51,11.235744242058548,1.0515357189433416e-06,5.257678594716708e-05,-1.0,-1.0,-0.42539614,0.07530028,-60.0,2.4273181557655334,129666
52,18.647909712017547,0.0016084066592156887,0.08042033296078444,-0.34233344,-0.030011296,-1.0,1.0,-20.57421565055847,1.0,160000
53,18.056534310535138,0.0009214700548909605,0.04607350274454802,-0.9920185,-1.0,-0.6033624,1.0,-51.03317856788635,1.0,160000
54,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-0.25903732,-0.7799967,-1.0,-1.0,-57.7135169506073,1.0,160000
55,14.876302016785951,4.003626963822171e-05,0.0020018134819110855,0.44448167,-0.06998205,-0.17175192,0.34743157,-60.0,1.0,143384
56,10.107912280810682,3.3975410929087957e-07,1.698770546454398e-05,0.29926652,-0.8698055,-0.08775151,-0.34487167,-51.79555058479309,4.396642804145813,147499
57,17.34718313419862,0.00046382180880755186,0.023191090440377593,-0.68838114,-1.0,-1.0,-0.40740693,-20.0,8.545836567878723,89568
58,9.555682317248182,1.9516151894549694e-07,9.758075947274847e-06,-1.0,-0.22342515,1.0,-0.394889,-60.0,6.472967326641083,160000
59,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-1.0,1.0,-1.0,-54.48943018913269,3.6404470205307007,119509
60,20.261539552500437,0.006366112735122442,0.3183056367561221,0.23986608,-0.22130299,-1.0,-0.2953386,-60.0,1.0,160000
61,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-1.0,-1.0,-1.0,-20.0,1.7499617338180542,100005
62,16.773966433206443,0.0002640844613779336,0.013204223068896681,-1.0,-0.11635536,0.062468767,-0.6391572,-22.44523286819458,7.239136457443237,148846
63,61.889685679194116,0.7437156438827515,37.18578219413757,-0.08888143,-1.0,0.46407443,0.069999516,-60.0,1.0,160000
64,12.263997482688577,2.94179835691466e-06,0.000147089917845733,-0.20253068,0.44910777,0.16229445,-0.18603456,-29.46499466896057,1.0094956159591675,121141
65,11.473139383937978,1.3335354651644593e-06,6.667677325822297e-05,-0.69913185,-0.3997202,-1.0,0.22084194,-36.586215794086456,11.0,160000
66,26.111488652079473,0.07423906773328781,3.7119533866643906,-0.90622324,-0.12894034,-0.46983355,0.8899783,-23.26462984085083,1.0,141648
67,72.76989146692893,0.956291675567627,47.81458377838135,-0.98735696,-1.0,-1.0,-0.7966467,-60.0,1.0,160000
68,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-0.7426424,-1.0,-1.0,-20.0,1.0,147937
69,17.458695889911787,0.0005171570810489357,0.025857854052446783,0.44382495,-1.0,-0.74661905,0.485629,-20.0,1.0,149977
70,16.300495379382774,0.00016529555432498455,0.008264777716249228,-1.0,-0.86216164,0.14812511,-0.5801052,-41.72916352748871,1.0,63444
71,70.8834008728415,0.9193497896194458,45.96748948097229,-0.06414205,-1.0,-0.0095463395,0.04080355,-36.147520840168,1.0,160000
72,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-0.04514563,-0.7821812,-1.0,-53.41483950614929,1.0,109029
73,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,0.0308972,-0.9370659,-0.15669519,-1.0,-24.11325693130493,1.0,160000
74,45.79342348390774,0.4326260983943939,21.631304919719696,-1.0,-1.0,0.7246018,0.6032665,-54.27071571350098,1.0,160000
75,58.3292611086346,0.6744620203971863,33.723101019859314,-1.0,-0.20371354,-0.74932754,0.69931257,-22.133837938308716,1.0,142971
76,20.485043723176542,0.007515807636082172,0.3757903818041086,-1.0,0.4985112,-0.12419003,0.67329526,-20.0,3.2731873393058777,102262
77,9.151327733529317,1.2992008180390258e-07,6.496004090195129e-06,0.9379568,-0.7848169,-1.0,0.8898433,-29.321435689926147,1.0,160000
78,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-0.18907249,0.41842997,-1.0,-60.0,6.924764275550842,120196
79,36.906122066193284,0.26470521092414856,13.235260546207428,0.21413404,-1.0,-1.0,-0.454391,-60.0,1.0,150623
80,72.93497208804521,0.9595257639884949,47.976288199424744,-1.0,-1.0,-0.18333536,-0.32017025,-20.0,1.0,160000
81,11.107498763736753,9.24855669381941e-07,4.624278346909705e-05,0.35605502,0.99910307,-1.0,-0.055398315,-36.59000486135483,6.824956893920898,110678
82,18.98529948088168,0.002189314691349864,0.1094657345674932,-1.0,-1.0,0.17192274,1.0,-51.62353992462158,1.0,131878
83,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,1.0,-0.79264957,-0.7106876,-1.0,-60.0,3.490459680557251,62647
84,9.924875704050645,2.827596006227395e-07,1.4137980031136976e-05,-1.0,-1.0,-1.0,-0.9365126,-60.0,11.0,160000
85,9.094035471352607,1.226302401846624e-07,6.13151200923312e-06,-1.0,-0.3098951,1.0,0.11794442,-31.075549721717834,7.107791066169739,160000
86,16.381370291673527,0.0001790957321645692,0.00895478660822846,-0.59363246,-0.25806123,-1.0,-0.00025236607,-20.0,10.937047958374023,132202
87,23.238331079642407,0.03299475461244583,1.6497377306222916,-1.0,-0.45327848,-1.0,0.2305409,-57.486114501953125,1.0,155342
88,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-1.0,-0.59269476,-1.0,-57.23715543746948,1.0,160000
89,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-1.0,-0.62881714,-1.0,-20.0,9.47412884235382,160000
90,19.403123158692164,0.003166298381984234,0.1583149190992117,-1.0,-0.9147642,-0.09445226,0.03965226,-60.0,1.0,69795
91,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-0.7681111,0.18796986,-1.0,-47.817243337631226,1.0,66096
92,15.991391160117443,0.00012160924961790442,0.006080462480895221,-1.0,-1.0,0.09169632,0.55008554,-60.0,1.0,160000
93,10.549423257206046,5.288864031172125e-07,2.6444320155860623e-05,-1.0,-1.0,0.620929,1.0,-26.60316824913025,4.550906777381897,124388
94,11.073614374496405,8.940105544752441e-07,4.470052772376221e-05,-1.0,0.87099624,-1.0,-0.19877627,-26.142760515213013,1.0,160000
95,7.877564587098814,3.562857386896212e-08,1.781428693448106e-06,-1.0,-1.0,-0.7147992,0.8859738,-20.0,5.581561088562012,62102
96,23.798367381964795,0.04023012891411781,2.0115064457058907,-0.41873455,-1.0,0.52203965,-0.5349412,-31.721622943878174,1.0,160000
97,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-1.0,0.23581165,-1.0,-39.71630174666643,2.0520565509796143,69892
98,15.831595843690225,0.00010374226985732093,0.005187113492866047,-0.80847114,-1.0,-1.0,1.0,-53.86047720909119,1.0,160000
99,4.845534590116347,7.661470902142753e-10,3.8307354510713765e-08,-0.12910622,-1.0,0.825608,-0.52390707,-39.03884269297123,1.0,32000
100,25.206225856345696,0.060294728726148605,3.0147364363074303,-1.0,-1.0,-1.0,-0.35413167,-30.106658935546875,1.0,142563
101,12.379494874379159,3.302030336271855e-06,0.00016510151681359275,-0.48181707,-0.66996604,1.0,0.3875897,-20.0,9.49395602941513,145405
102,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-0.19208014,-1.0,1.0,-1.0,-20.0,1.0,159768
103,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-0.46991026,0.84595424,-1.0,-60.0,1.0,110789
104,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-0.36041242,-0.3101586,0.23597425,-1.0,-31.687782406806946,5.403559565544128,145858
105,27.115475082725855,0.09038339555263519,4.51916977763176,-0.6991899,-1.0,-1.0,0.027480543,-20.0,1.0,87358
106,4.7945257106922705,6.783170136692718e-10,3.391585068346359e-08,-0.42348272,-0.15637791,-1.0,0.976149,-20.0,1.0,32000
107,8.724824873187412,8.446325239219732e-08,4.223162619609866e-06,-1.0,-1.0,-1.0,-0.97186685,-20.0,4.4143757820129395,68329
108,8.527730274924636,6.917503725389906e-08,3.458751862694953e-06,-1.0,-0.21762514,-1.0,-0.39744186,-48.32962930202484,8.930307984352112,160000
109,15.80313671553827,0.00010084604582516477,0.005042302291258238,-1.0,-0.92002785,-1.0,0.31960186,-23.704530000686646,3.222234010696411,150573
110,22.087612277324872,0.01999635249376297,0.9998176246881485,0.16896093,-1.0,-1.0,1.0,-20.0,1.0,114579
111,22.016535344425634,0.01929200068116188,0.964600034058094,0.15488982,-1.0,0.11698955,-0.8146615,-29.616256952285767,1.0,160000
112,10.446293495547453,4.769640327140223e-07,2.3848201635701116e-05,-1.0,-0.9340405,1.0,-0.15891013,-26.87312364578247,11.0,160000
113,14.36656867215697,2.406682506261859e-05,0.0012033412531309295,1.0,-1.0,-0.68694556,0.5354615,-54.79725360870361,2.1068516969680786,160000
114,12.32110081366386,3.1147055779001676e-06,0.00015573527889500838,-0.7875701,-0.9037815,-0.93528676,-0.14106037,-36.93304628133774,4.788696825504303,156253
115,8.80907983399776,9.197596995136337e-08,4.598798497568168e-06,0.17378843,-1.0,1.0,0.40330166,-31.29693865776062,8.746152579784393,136479
116,19.313282382459246,0.002928811591118574,0.1464405795559287,-1.0,-0.83245564,-0.77285194,0.3416635,-49.4794225692749,1.0,160000
117,23.34755620751254,0.03436528891324997,1.7182644456624985,-0.70356256,-1.0,-0.84244734,-0.34638157,-30.20276367664337,1.0,160000
118,16.67675685103572,0.0002399109216639772,0.01199554608319886,-1.0,-1.0,0.32996857,0.38487443,-20.0,1.0,158057
119,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-1.0,-1.0,-1.0,-23.690168857574463,1.0,141431
120,13.74261871641763,1.2902313756057993e-05,0.0006451156878028996,0.47539383,0.28148437,-1.0,1.0,-20.120484828948975,1.0,145968
121,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,1.0,-0.06361252,0.0541839,-1.0,-34.61859583854675,1.0,129911
122,44.355695353943425,0.40518227219581604,20.259113609790802,-0.97540414,-1.0,-1.0,0.29720774,-60.0,1.0,160000
123,8.872304673786449,9.804413991787442e-08,4.902206995893721e-06,-1.0,0.70226806,-1.0,-0.21638799,-57.828545570373535,8.167247235774994,110742
124,64.02337249637294,0.7853012084960938,39.26506042480469,-1.0,-0.72829187,0.18270928,-0.9414505,-43.561697006225586,1.0,88661
125,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-0.12862611,-0.14421028,-1.0,-25.98545789718628,3.334943115711212,160000
126,29.64005020014904,0.13312964141368866,6.656482070684433,-1.0,-0.7566545,0.65633684,0.5590414,-48.42141926288605,1.0,125096
127,7.8360475726176695,3.4139002735855684e-08,1.7069501367927842e-06,-1.0,1.0,0.6490396,-0.62535274,-23.154953718185425,11.0,32000
128,73.55313532952357,0.9716381430625916,48.58190715312958,-1.0,-1.0,-0.8740984,-0.4546752,-33.936829566955566,1.0,127265
129,12.065591442902383,2.412266894680215e-06,0.00012061334473401075,-1.0,-1.0,-0.046375334,-0.056408167,-52.2687828540802,4.468101918697357,160000
130,17.47499406955822,0.0005254372954368591,0.026271864771842957,0.7712313,-1.0,0.15347177,0.4282681,-20.0,1.0,160000
131,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-0.5553652,-1.0,0.3720709,-1.0,-55.920056104660034,1.0,160000
132,20.10964821612182,0.005664322059601545,0.28321610298007727,-1.0,-1.0,-1.0,1.0,-47.321622371673584,1.0,157898
133,17.953143723664027,0.0008345763781107962,0.04172881890553981,-1.0,-0.63693476,1.0,-0.6468794,-60.0,1.0,160000
134,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,0.041313827,-1.0,-1.0,-1.0,-58.51736307144165,4.452849388122559,160000
135,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,0.4597394,-1.0,-1.0,-1.0,-20.0,6.39101779460907,160000
136,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-0.17640066,-0.4508468,-1.0,-1.0,-34.027302265167236,1.0,160000
137,17.85166547323021,0.0007569718873128295,0.037848594365641475,-1.0,-1.0,0.6723301,-0.033481896,-59.21300172805786,1.0,160000
138,7.495351387804327,2.3993505848807217e-08,1.1996752924403609e-06,-1.0,-1.0,0.4985001,-0.4496541,-33.345593214035034,2.9274774193763733,69231
139,8.977885589176982,1.0907324110576155e-07,5.453662055288078e-06,-0.22333938,-0.16051906,-0.842485,0.41567412,-44.65362012386322,4.0477213859558105,160000
140,7.724103674763622,3.041759200073102e-08,1.520879600036551e-06,-1.0,-1.0,-1.0,-0.0019739866,-55.74417591094971,8.406318187713623,122843
141,8.90926549163418,1.0177336662309244e-07,5.088668331154622e-06,-1.0,-0.2577163,-0.46178287,0.83941144,-60.0,3.759833037853241,118563
142,19.26423492361384,0.0028058274183422327,0.14029137091711164,-1.0,-1.0,-0.9326646,0.9291822,-56.51167273521423,1.0,160000
143,14.127013961327965,1.894470551633276e-05,0.000947235275816638,-0.50835854,-1.0,-1.0,-0.26469126,-38.21454420685768,7.100178956985474,160000
144,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-0.665233,-1.0,1.0,-1.0,-20.0,1.0,160000
145,15.795304107830868,0.00010006315278587863,0.005003157639293931,0.51162714,-1.0,-0.52114844,0.24453852,-20.0,8.89962649345398,160000
146,19.933509082746,0.004927726928144693,0.24638634640723467,-0.116753876,-0.60750365,-0.47593564,0.54820204,-37.667600214481354,1.0,129748
147,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-1.0,-0.023024678,-1.0,-60.0,1.0,160000
148,19.937850671871388,0.004944915883243084,0.2472457941621542,-1.0,-1.0,-1.0,0.209685,-60.0,1.1755738258361816,160000
149,13.878883907453625,1.478462218074128e-05,0.000739231109037064,-0.027494311,-1.0,0.60433537,-0.057913184,-34.861611127853394,2.1519643664360046,104321
150,19.330691764039535,0.0029735828284174204,0.14867914142087102,-1.0,-0.32153064,-0.023123324,0.5012784,-21.537086963653564,1.0,160000
151,40.17502560908984,0.325922429561615,16.29612147808075,-0.02376473,-1.0,0.17954302,-0.83854955,-42.13441222906113,1.0,160000
152,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-1.0,-1.0,-1.0,-27.436094284057617,1.0,133646
153,10.645463164099544,5.822989805892576e-07,2.9114949029462878e-05,1.0,-0.31607437,0.57762283,1.0,-20.0,4.741442859172821,160000
154,9.220633394372877,1.393153326034735e-07,6.965766630173675e-06,-0.13769841,-0.9044395,-1.0,0.4243854,-60.0,4.57407420873642,160000
155,8.309119366708025,5.5395108944367166e-08,2.7697554472183583e-06,-0.84439373,-1.0,1.0,0.23982847,-47.00290322303772,6.227342247962952,120627
156,8.907225593200671,1.0156393415172715e-07,5.078196707586358e-06,-0.38065588,-1.0,0.069098115,-0.37531742,-54.68922972679138,8.02868103981018,115571
157,18.520511836487596,0.0014287886442616582,0.07143943221308291,-1.0,-1.0,-0.60053945,0.28127155,-30.671000480651855,1.0,142799
158,17.049162676341147,0.0003463169850874692,0.01731584925437346,-1.0,-1.0,-0.3971119,0.7846527,-29.137264490127563,1.0,160000
159,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-1.0,-0.87390673,-1.0,-46.272079944610596,1.0,160000
160,5.304766669596331,1.795559922967982e-09,8.97779961483991e-08,-1.0,-1.0,-1.0,-1.0,-20.0,3.3244526982307434,160000
161,11.598879580697393,1.5123330285859993e-06,7.561665142929996e-05,1.0,-0.7010515,-1.0,-0.17945637,-36.57189518213272,1.0,160000
162,8.584052719469515,7.324087647475608e-08,3.662043823737804e-06,-1.0,-1.0,-0.42592558,1.0,-59.832059144973755,5.031074345111847,160000
163,11.046605180573744,8.701616138750978e-07,4.350808069375489e-05,0.5273936,-0.3695184,0.2505445,0.9156094,-24.363006353378296,3.104703187942505,109130
164,13.151996579038984,7.1492668212158605e-06,0.00035746334106079303,-0.14813894,-1.0,-0.34688312,-0.061523005,-35.3971466422081,4.727368116378784,119884
165,64.49851367769713,0.7945693731307983,39.72846865653992,-1.0,-1.0,0.079812825,-0.9790147,-43.25913071632385,1.0,160000
166,19.375778466417277,0.003092308761551976,0.1546154380775988,-0.90411836,-1.0,-0.4794314,0.86276174,-60.0,1.0,160000
167,15.103636483419413,5.023015910410322e-05,0.002511507955205161,-0.6953949,-0.90233994,-0.45431736,0.4360681,-28.87633442878723,2.213715970516205,160000
168,11.785692917518837,1.8231467038276605e-06,9.115733519138303e-05,-0.6817976,-0.23322803,-1.0,-0.36887714,-40.56887701153755,11.0,160000
169,18.075466515766088,0.0009382921853102744,0.04691460926551372,-0.5914711,-1.0,0.55582684,-0.6549338,-20.0,5.600600600242615,134420
170,12.108453496187202,2.5179399472108344e-06,0.00012589699736054172,-0.5569376,-0.6601113,-1.0,0.11746806,-38.90419892966747,4.227101564407349,160000
171,21.81423830336192,0.01735837198793888,0.867918599396944,-1.0,-0.23749036,-1.0,-0.21532261,-36.48024320602417,1.0,160000
172,23.620833351092788,0.03788216412067413,1.8941082060337067,-1.0,-1.0,0.30906677,-0.12856342,-60.0,1.0,113160
173,18.24476522827223,0.0011023059487342834,0.05511529743671417,-1.0,-0.4421764,-1.0,0.15104532,-33.62161874771118,1.0,128798
174,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-0.67950714,-0.3792386,-0.4708048,-1.0,-36.532763838768005,1.0,160000
175,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-0.38379914,-1.0,-1.0,-49.33535933494568,11.0,160000
176,12.46208822663154,3.58637043973431e-06,0.0001793185219867155,0.7160638,-0.5930674,-1.0,1.0,-55.90879559516907,2.375342905521393,128392
177,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-0.2641393,1.0,-1.0,-60.0,6.668937265872955,160000
178,15.73589635004341,9.431878424948081e-05,0.004715939212474041,-0.6210438,0.7188741,-1.0,-0.078893855,-37.87934809923172,1.0,159542
179,18.30281498467225,0.0011645578779280186,0.05822789389640093,-1.0,-0.9254268,-0.73583823,0.2098729,-20.0,1.0,160000
180,22.715153946291856,0.026737123727798462,1.336856186389923,-0.29946154,-1.0,0.15180957,-0.07625404,-20.0,1.0,131211
181,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-0.6931839,-0.09915429,-1.0,-1.0,-20.0,1.0,144257
182,8.980962571010124,1.0941245420781343e-07,5.470622710390671e-06,-0.22223014,-1.0,0.08394498,0.3257437,-60.0,11.0,160000
183,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-0.8965084,0.7683773,-1.0,-1.0,-20.0,1.059484839439392,107501
184,52.28326741709587,0.5573563575744629,27.867817878723145,-1.0,-0.2772841,-0.9441217,-0.105322,-55.815805196762085,1.0,160000
185,24.702157559106993,0.05284934863448143,2.6424674317240715,0.15393448,-0.30081993,-1.0,1.0,-30.97219705581665,1.0,160000
186,9.235214316540375,1.4137623338683625e-07,7.068811669341812e-06,0.055557728,-1.0,0.31670904,-0.6890451,-53.49531292915344,8.231231927871704,160000
187,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-1.0,0.2619148,-1.0,-49.00874376296997,1.0,74265
188,5.33995762280505,1.8956898273359e-09,9.478449136679501e-08,-1.0,0.8881706,-0.48176724,0.1864073,-60.0,2.29078209400177,64872
189,13.247430289500178,7.864983672334347e-06,0.00039324918361671735,-1.0,1.0,0.30042493,0.8016204,-39.67282272875309,1.0,133902
190,11.611421782536278,1.5314316215153667e-06,7.657158107576834e-05,-0.6186478,-0.97718376,-1.0,-0.033584833,-60.0,3.136005461215973,160000
191,20.3928551013006,0.007024402264505625,0.35122011322528124,-1.0,-1.0,-1.0,0.26553455,-60.0,1.0,160000
192,19.930657337926398,0.004916462581604719,0.24582312908023596,0.053626418,-1.0,-0.80899584,0.44433236,-20.0,1.0,160000
193,20.63843853450008,0.008387950249016285,0.41939751245081425,-1.0,-1.0,0.47309595,-0.22438608,-31.916489601135254,1.0,147404
194,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-0.68680215,0.46180248,-1.0,-44.69139516353607,1.0,160000
195,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-1.0,-1.0,-1.0,-60.0,1.0,129689
196,20.074877086281926,0.005512452218681574,0.2756226109340787,-1.0,-1.0,-1.0,-0.73157895,-20.0,4.958510756492615,131330
197,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-1.0,0.84738857,-1.0,-60.0,1.0,156480
